Service,Feature,Status,Priority,Observation,Recommendation,LinkText,LinkUrl
M365,Mesh Avatars for Teams (Additional),Success,,"Immersive meeting readiness: 2 Teams users, 0 meetings. Mesh Avatars (Additional) provide extended customization for video-off meetings - combat Zoom fatigue while maintaining engagement. AI-enhanced avatars with gesture recognition and spatial audio. Early-stage technology preparing for future where Copilot operates in 3D spatial environments, not just 2D screens.",,Mesh Avatar Features,https://learn.microsoft.com/mesh/
M365,Mesh Avatars for Teams,Success,,"Mesh Avatars for Teams is active in SPB, reducing video fatigue by letting participants use 3D avatars while Copilot continues capturing meeting intelligence, speaker identification, and action items",,Mesh Avatars with Copilot Intelligence,https://learn.microsoft.com/mesh/
M365,Mesh Avatars for Teams,Insight,Low,Limited meeting activity (0 meetings). Mesh Avatars represent future of AI-enhanced hybrid collaboration - early adoption prepares organization for Copilot-powered immersive workspaces with avatar intelligence.,Introduce Mesh Avatars for executive meetings and town halls first. Early adoption establishes immersive collaboration culture while technology matures. Avatars maintain professionalism when video is impractical.,Mesh Avatars with Copilot Intelligence,https://learn.microsoft.com/mesh/
M365,Bing Chat Enterprise,Success,,"Bing Chat Enterprise is active in SPB, enabling secure web-grounded AI conversations",,Secure Web AI with Bing Chat Enterprise,https://learn.microsoft.com/bing-chat-enterprise/
M365,Bing Chat Enterprise,Success,,"Web AI readiness: 0 users. Bing Chat Enterprise provides secure web-grounded AI - competitive research, industry trends, technical docs, market analysis. Complements M365 Copilot (internal data) with current web knowledge. Commercial data protection prevents leakage to consumer ChatGPT. Essential companion to organizational Copilot.",,Bing Chat Enterprise,https://learn.microsoft.com/bing-chat-enterprise/
M365,MDE_SMB,Success,,"MDE_SMB is active in SPB, providing infrastructure and services that M365 Copilot depends on",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
M365,Nucleus,Success,,"Nucleus is active in SPB, enabling cross-workload data orchestration that allows Copilot to surface insights across Microsoft Graph from emails, documents, meetings, and chats in a unified intelligence layer",,Microsoft Graph and Copilot Data Layer,https://learn.microsoft.com/graph/overview
M365,Nucleus,Success,,"Knowledge graph baseline: 174 SharePoint files, 2 email users, 2 Teams users. Nucleus (Microsoft Graph) IS Copilot's brain - the unified knowledge graph where agents retrieve documents, traverse relationships, and access organizational context. Every file indexed, every connection mapped, every permission checked flows through Graph. Without Nucleus data richness, Copilot's answers lack depth.",,AI Knowledge Layer,https://learn.microsoft.com/graph/overview
M365,Nucleus,Insight,Medium,Growing data layer: 174 SharePoint files and 2 email users. Nucleus orchestrates increasing M365 content for Copilot.,"Continue building Microsoft Graph content through SharePoint, Teams, and email adoption. As data layer grows, Copilot responses become more contextual and valuable.",Build Graph Content Base,https://learn.microsoft.com/graph/overview
M365,M365_LIGHTHOUSE_PARTNER_PLAN1,Success,,"M365_LIGHTHOUSE_PARTNER_PLAN1 is active in SPB, providing infrastructure and services that M365 Copilot depends on",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
M365,Windows Update for Business,Success,,"Windows Update for Business is active in SPB, ensuring Windows devices stay current for Copilot features",,Manage Updates for Copilot Readiness,https://learn.microsoft.com/windows/deployment/update/
M365,Windows Update for Business,Success,,Device update management: 0 users. Windows Update for Business ensures devices stay current for Copilot compatibility - automated deployment of security patches and feature releases. Minimizes version fragmentation that causes Copilot integration issues. Device management foundation enabling consistent AI capabilities across organization.,,Update Management,https://learn.microsoft.com/windows/deployment/update/
M365,Universal Print,Success,,"Universal Print is active in SPB, enabling agent-initiated printing workflows",,Cloud Printing Infrastructure,https://learn.microsoft.com/universal-print/
M365,Universal Print,Success,,Current user metrics: 0 active users. Universal Print enables agent-automated printing workflows and eliminates print server maintenance for your organization.,,Cloud Printing Infrastructure,https://learn.microsoft.com/universal-print/
M365,Microsoft 365 Lighthouse,Success,,"Microsoft 365 Lighthouse is active in SPB, allowing MSP partners to monitor this tenant's security posture, compliance baselines, and user management through centralized oversight—foundational requirements for successful Copilot deployment",,MSP Multi-Tenant Management,https://learn.microsoft.com/microsoft-365/lighthouse/
M365,Microsoft 365 Lighthouse,Success,,"MSP management: 0 users under Lighthouse oversight. M365 Lighthouse IS the MSP platform for managing Copilot deployments across client tenants - centralized security baselines, compliance monitoring, deployment health, adoption tracking. MSPs use Lighthouse to ensure AI governance, monitor security posture, and track Copilot ROI across their customer portfolio without per-tenant logins.",,Lighthouse Copilot Management,https://learn.microsoft.com/microsoft-365/lighthouse/
M365,KAIZALA_O365_P2,Success,,"KAIZALA_O365_P2 is active in SPB, providing infrastructure and services that M365 Copilot depends on",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
M365,OFFICE_SHARED_COMPUTER_ACTIVATION,Success,,"OFFICE_SHARED_COMPUTER_ACTIVATION is active in SPB, providing infrastructure and services that M365 Copilot depends on",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
M365,Whiteboard (Plan 1),Success,,"Whiteboard (Plan 1) is active in SPB, providing infrastructure and services that M365 Copilot depends on",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
M365,Viva Insights - MyAnalytics (Full),Success,,"Viva Insights - MyAnalytics (Full) is active in SPB, providing personal productivity analytics alongside Copilot usage",,Personal Productivity Insights,https://learn.microsoft.com/viva/insights/
M365,Viva Insights - MyAnalytics (Full),Insight,Medium,Smaller user base of 0 active M365 users. MyAnalytics can establish data-driven productivity culture where Copilot usage is measurably linked to wellbeing improvements.,Enable MyAnalytics for leaders and power users first. Use personal productivity insights to demonstrate Copilot ROI through metrics like reduced after-hours work and increased focus time.,Personal Productivity Insights,https://learn.microsoft.com/viva/insights/
M365,DYN365BC_MS_INVOICING,Success,,"DYN365BC_MS_INVOICING is active in SPB, providing infrastructure and services that M365 Copilot depends on",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
M365,Exchange Online Archiving,Success,,"Exchange Online Archiving is active in SPB, enabling Copilot to access complete email history",,Long-Term Email Intelligence,https://learn.microsoft.com/exchange/exchange-online-archiving/
M365,Exchange Online Archiving,Success,,"Email archiving: 2 email users. Exchange Online Archiving extends mailbox storage ensuring Copilot accesses complete email history. Critical for AI-assisted research into past projects, customer interactions, decision context. Prevents knowledge gaps from inaccessible archived messages.",,Email Archiving,https://learn.microsoft.com/exchange/exchange-online-archiving/
M365,Microsoft StaffHub,Success,,Microsoft StaffHub is active in SPB. Note: StaffHub is retired; migrate to Teams Shifts for AI-powered frontline worker scheduling,,Use Teams Shifts Instead,https://learn.microsoft.com/microsoft-365/frontline/shifts-for-teams-landing-page/
M365,Microsoft StaffHub,Success,,"Frontline workforce readiness: 0 users with 2 Teams users. StaffHub RETIRED (2020) - Teams Shifts is the modern replacement with AI capabilities. Shifts enables Copilot-assisted schedule optimization, intelligent shift swap recommendations based on skills and availability, automated coverage suggestions when gaps detected, and predictive staffing needs from historical patterns. Essential infrastructure for frontline AI adoption.",,Teams Shifts Migration,https://learn.microsoft.com/microsoft-365/frontline/shifts-for-teams-landing-page/
M365,Microsoft To Do (Plan 1),Success,,"Microsoft To Do (Plan 1) is active in SPB, providing infrastructure and services that M365 Copilot depends on",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
M365,Microsoft Forms (Plan E1),Success,,"Microsoft Forms (Plan E1) is active in SPB, enabling agent-driven data collection and surveys",,Agent-Powered Forms and Surveys,https://learn.microsoft.com/microsoft-forms/
M365,Microsoft Forms (Plan E1),Success,,"Structured data foundation: 0 users with 2 email-active users. Forms provides the structured feedback capture that complements Copilot's unstructured conversation analysis. Agents generate surveys automatically, distribute post-interaction feedback forms, and Copilot analyzes aggregated responses to identify trends - creating systematic AI-driven feedback loops.",,AI-Powered Data Collection,https://learn.microsoft.com/microsoft-forms/
M365,Microsoft Stream for Office 365 (E1),Success,,"Microsoft Stream for Office 365 (E1) is active in SPB, providing infrastructure and services that M365 Copilot depends on",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
M365,Yammer Enterprise,Success,,"Yammer Enterprise is active in SPB, enabling community knowledge sharing for Copilot adoption",,Build Communities in Yammer,https://learn.microsoft.com/yammer/
M365,Yammer Enterprise,Insight,Medium,Smaller user base of 0 active M365 users. Yammer communities can establish peer-learning culture essential for AI adoption.,"Create focused Yammer community with weekly Copilot tips from power users. In smaller organizations, social knowledge transfer accelerates AI proficiency.",Build Communities in Yammer,https://learn.microsoft.com/yammer/
M365,Sway,Success,,"Sway is active in SPB, enabling AI-generated interactive content",,Create Sways with Copilot,https://learn.microsoft.com/sway/
M365,Sway,PendingInput,Low,Your tenant has 0 SharePoint files and 0 active SharePoint users. Focus on building SharePoint content base for Copilot knowledge grounding before investing in Sway - agents need rich document repositories to provide intelligent recommendations.,"Build core content foundation before deploying Sway. With 0 SharePoint files and 0 active users, prioritize creating structured content in SharePoint, Teams, and OneDrive first. Once your content base grows, then leverage Sway for specific use cases like executive updates or marketing materials where visual presentation is critical.",SharePoint Content Planning,https://learn.microsoft.com/sharepoint/plan-site-architecture
M365,SharePoint (Plan 2),Success,,"SharePoint (Plan 2) is active in SPB, providing the knowledge repository foundation for Copilot",,SharePoint as Copilot Knowledge Base,https://learn.microsoft.com/sharepoint/
M365,SharePoint (Plan 2),Insight,High,Limited SharePoint content with 0 sites and 174 files. Copilot has minimal organizational knowledge to draw from for contextual assistance.,"Launch SharePoint content migration initiative to build comprehensive knowledge base. Copilot's value multiplies with accessible organizational content - prioritize migrating frequently-referenced documents, templates, and project files to maximize AI-powered knowledge discovery.",SharePoint as Copilot Knowledge Base,https://learn.microsoft.com/sharepoint/
M365,Power Apps for Office 365 (Plan 1),Success,,"Power Apps for Office 365 (Plan 1) is active in SPB, providing infrastructure and services that M365 Copilot depends on",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
M365,OFFICE_BUSINESS,Success,,"OFFICE_BUSINESS is active in SPB, providing infrastructure and services that M365 Copilot depends on",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
M365,O365_SB_Relationship_Management,Success,,"O365_SB_Relationship_Management is active in SPB, providing infrastructure and services that M365 Copilot depends on",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
M365,Skype for Business Online (Plan 2),Success,,Skype for Business Online (Plan 2) is active in SPB. Note: Skype for Business is deprecated; migrate to Teams for Copilot features,,Migrate from Skype to Teams,https://learn.microsoft.com/microsoftteams/skype-for-business-online-retirement/
M365,Skype for Business Online (Plan 2),Success,,Organization has 2 active Teams users with 0 meetings. Skype for Business is deprecated - complete migration to Teams for Copilot meeting intelligence.,,Migrate from Skype to Teams,https://learn.microsoft.com/microsoftteams/skype-for-business-online-retirement/
M365,Microsoft Intune for Office 365,PendingActivation,Medium,"Microsoft Intune for Office 365 is PendingActivation in SPB, lacking mobile app protection for Copilot on phones/tablets","Enable Microsoft Intune for Office 365 to protect Copilot data on mobile devices (phones and tablets). Without mobile app management, users accessing Copilot on mobile devices can: 1) Copy/paste AI-generated summaries containing sensitive data to personal apps, 2) Take screenshots of Copilot responses without DLP enforcement, 3) Store Office files with Copilot content on unencrypted devices, 4) Access Copilot from jailbroken/rooted devices bypassing security. Configure Mobile Application Management (MAM) policies for Office apps to: require app PIN for Copilot access, prevent copy/paste and screenshots, encrypt app data at rest, block managed apps on non-compliant devices. Available in Business Basic/Standard tiers - provides essential mobile protection without full Intune licensing. Start with protecting Outlook, Teams, and OneDrive mobile apps where Copilot is integrated.",Mobile App Protection Policies,https://learn.microsoft.com/mem/intune/apps/app-protection-policy
M365,Power Automate for Office 365 (Plan 1),Success,,"Power Automate for Office 365 (Plan 1) is active in SPB, providing infrastructure and services that M365 Copilot depends on",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
M365,AAD_SMB,Success,,"AAD_SMB is active in SPB, providing infrastructure and services that M365 Copilot depends on",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
M365,Microsoft Intune for Small Business,Success,,"Microsoft Intune for Small Business is active in SPB, providing infrastructure and services that M365 Copilot depends on",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
M365,WINBIZ,Success,,"WINBIZ is active in SPB, providing infrastructure and services that M365 Copilot depends on",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
M365,BI_AZURE_P0,Success,,"BI_AZURE_P0 is active in POWER BI STANDARD, providing infrastructure and services that M365 Copilot depends on",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
M365,DYN365_CDS_DEV_VIRAL,Success,,"DYN365_CDS_DEV_VIRAL is active in POWERAPPS DEV, providing infrastructure and services that M365 Copilot depends on",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
M365,FLOW_DEV_VIRAL,Success,,"FLOW_DEV_VIRAL is active in POWERAPPS DEV, providing infrastructure and services that M365 Copilot depends on",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
M365,POWERAPPS_DEV_VIRAL,Success,,"POWERAPPS_DEV_VIRAL is active in POWERAPPS DEV, providing infrastructure and services that M365 Copilot depends on",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
M365,Graph Connectors for Copilot,Success,,"Graph Connectors for Copilot is active in Microsoft 365 Copilot, enabling Copilot to access external knowledge sources",,Graph Connectors Documentation,https://learn.microsoft.com/graph/connecting-external-content-connectors-overview
M365,Graph Connectors Deployment,Success,,"3 Graph Connector(s) deployed and indexing data: FileConnector1, FileConnector2, FileConnector3",,Manage Connectors,https://admin.microsoft.com/Adminportal/Home#/MicrosoftSearch/connectors
M365,Graph Connectors for Copilot,PendingInput,Low,"Your tenant has 15 SharePoint sites. Consider deploying Graph Connectors to integrate external data from ServiceNow, Salesforce, or custom databases, expanding Copilot's knowledge base beyond Microsoft 365.","Evaluate Graph Connectors for key external systems. With 15 SharePoint sites, your users already have substantial Microsoft 365 content. Adding external data sources through Graph Connectors will enable Copilot to provide comprehensive answers that span both Microsoft 365 and third-party platforms, improving productivity and decision-making.",Explore Graph Connectors,https://learn.microsoft.com/microsoft-365-copilot/extensibility/overview-graph-connector
M365,Microsoft Teams,Success,,"Microsoft Teams is active in MICROSOFT AGENT 365 TIER 3, providing the collaboration platform for Copilot and agents",,Teams as the Hub for AI Collaboration,https://learn.microsoft.com/microsoftteams/teams-overview
M365,Microsoft Teams - Activity Baseline,Success,Medium,Teams activity baseline could not be verified (Unable to check Teams activity: 'ReportsRequestBuilder' object has no attribute 'get_teams_user_activity_counts'),"Manually establish Teams activity baseline in Microsoft 365 admin center > Reports > Microsoft Teams > User Activity. Before deploying Copilot, record: daily active users, meetings per user per week, chat messages per user, average meeting duration, time in meetings per user. After Copilot rollout, track same metrics to quantify productivity gains. Expect 20-30% reduction in meeting time (summaries reduce need for attendance), 15% increase in async work (chat becomes more effective), and improved meeting quality scores.",Teams Analytics Guide,https://learn.microsoft.com/microsoft-365/admin/activity-reports/microsoft-teams-user-activity
M365,Microsoft Teams - Collaboration Activity,Warning,Medium,Low Teams adoption detected: Only 2 active users. Limited collaboration activity reduces Copilot meeting intelligence value,"Address low Teams adoption BEFORE deploying Copilot. Few active users means limited value from meeting summaries, chat recaps, and collaborative AI. Run Teams adoption campaign, migrate from legacy tools (Skype, Zoom recordings to Teams), enable meeting transcripts, train users on chat vs email. Copilot's value is directly proportional to Teams usage.",Teams Adoption Resources,https://adoption.microsoft.com/microsoft-teams/
Entra,Microsoft Entra ID P2,Success,,"Microsoft Entra ID P2 is active in DEFENDER AND PURVIEW SUITES FOR BUSINESS PREMIUM, providing identity governance for Copilot administration. 1 active access review(s)",,Identity Governance for Copilot Admins,https://learn.microsoft.com/entra/id-governance/identity-governance-overview
Entra,Microsoft Entra ID P2,Success,,"No permanent admin roles detected, all administrative access uses just-in-time activation",,PIM Best Practices,https://learn.microsoft.com/entra/id-governance/privileged-identity-management/pim-configure
Entra,Microsoft Entra ID P2,Success,,1 active access review(s) monitoring user access to Copilot services,,Access Reviews Overview,https://learn.microsoft.com/entra/id-governance/access-reviews-overview
Entra,Microsoft Entra ID P2,Success,,"No risky users detected, Identity Protection is actively monitoring and protecting accounts",,Identity Protection Overview,https://learn.microsoft.com/entra/id-protection/overview-identity-protection
Entra,Microsoft Entra ID P2,Action Required,Medium,"Guest user invitations are configured as 'AllowInvitesFrom.Everyone', allowing broad external access to Copilot-searchable content","Restrict guest user invitations to admins and specific users only to control external access to content that Copilot can search. Current permissive settings allow any user to invite guests who could access shared Teams channels, SharePoint sites, and OneDrive files - all searchable by Copilot. Unrestricted guest access risks: 1) Copilot exposing internal content to external users via AI summaries, 2) Guests discovering sensitive data through Copilot search beyond intended sharing, 3) Loss of data governance and compliance. Configure External collaboration settings to 'Only users assigned to specific admin roles can invite guest users' or implement guest access approval workflows.",Configure External Collaboration,https://learn.microsoft.com/entra/external-id/external-collaboration-settings-configure
Entra,Microsoft Entra ID P2,Action Required,Medium,Cross-tenant access settings enabled but no partner organizations configured - default settings apply to all external tenants,"Define specific partner organization policies to control which external tenants can collaborate and access Copilot content. With default settings only: 1) All external organizations have the same access level, 2) Cannot enforce different MFA requirements per partner, 3) Cannot block specific high-risk tenants, 4) No granular control over app access per partner. Add trusted partner organizations with specific inbound/outbound policies, require MFA for external users, and block risky tenants. Review Microsoft's recommended baseline policy.",Configure Partner Organizations,https://learn.microsoft.com/entra/external-id/cross-tenant-access-settings-b2b-collaboration
Entra,Microsoft Entra ID P2,Action Required,Medium,Application consent settings could not be verified - review tenant configuration to ensure proper app governance for Copilot data access,"Review application consent policies in Entra ID to ensure user consent is appropriately restricted. Verify that: 1) Users cannot consent to apps accessing organizational data without admin review, 2) Admin consent workflow is enabled for user requests, 3) Only verified publishers and low-risk permissions are allowed for user consent (if enabled). This prevents unauthorized apps from accessing emails, files, and other content searchable by Copilot.",Configure User Consent,https://learn.microsoft.com/entra/identity/enterprise-apps/configure-user-consent
Entra,Microsoft Entra ID P2,Success,,"No high-risk applications detected, all apps accessing M365 data have appropriate permissions and verified publishers",,App Governance,https://learn.microsoft.com/defender-cloud-apps/app-governance-manage-app-governance
Entra,Microsoft Entra ID P2,Action Required,Medium,"1 access review(s) configured, but none are recurring - Copilot access not continuously governed","Convert 1 one-time access review(s) to recurring campaigns for continuous governance. One-time reviews: 1) Expire after completion (no ongoing oversight), 2) Require manual re-creation (administrative burden), 3) Create gaps in compliance coverage, 4) Miss new users added between reviews. Update review configurations to recur quarterly for group memberships, monthly for privileged roles, and semi-annually for guest access. Configure auto-apply results to automatically remove access for non-approved users. Set up notifications to reviewers 1 week before due date.",Create Recurring Reviews,https://learn.microsoft.com/entra/id-governance/create-access-review
Entra,Microsoft Entra ID P1,Success,,"Microsoft Entra ID P1 is active in MICROSOFT AGENT 365 TIER 3, providing advanced identity capabilities for Copilot security. 16 Conditional Access policy(ies) configured, 6 user(s) enrolled in MFA",,Identity Foundation for AI,https://learn.microsoft.com/entra/identity/
Entra,Microsoft Entra ID P1,Action Required,Medium,"16 Conditional Access policy(ies) configured, but none specifically target Copilot applications","Create Copilot-specific Conditional Access policies targeting Microsoft 365 Copilot and Graph Connector applications. Apply stricter controls for AI access: require compliant devices, trusted locations, and MFA. Consider blocking Copilot access from unmanaged devices to prevent data exfiltration.",Conditional Access for Copilot,https://learn.microsoft.com/entra/identity/conditional-access/concept-conditional-access-cloud-apps
Entra,Microsoft Entra ID P1,Action Required,Medium,"6 of 7 users (85.7%) enrolled in MFA, approaching secure coverage for Copilot access",Continue rolling out MFA to remaining 1 users. Use Conditional Access to require MFA for all Copilot and Microsoft 365 access. Target 100% MFA coverage to fully protect AI services from compromised credentials.,MFA Deployment Guide,https://learn.microsoft.com/entra/identity/authentication/howto-mfa-getstarted
Entra,Microsoft Entra ID P1,Success,,"No legacy authentication sign-ins detected, all access uses modern authentication with full security controls",,Modern Authentication Overview,https://learn.microsoft.com/microsoft-365/enterprise/hybrid-modern-auth-overview
Entra,Microsoft Entra ID P1,Action Required,Medium,"Only 0.0% of users (0) use passwordless authentication, leaving Copilot vulnerable to password attacks","Deploy passwordless authentication (FIDO2 security keys, Windows Hello for Business, or Microsoft Authenticator app) to eliminate password-based attacks targeting Copilot access. Passwordless methods are phishing-resistant and significantly reduce credential theft risks. Use Conditional Access to require passwordless auth for high-value resources like Copilot. Start with pilot groups and expand based on user feedback.",Deploy Passwordless Authentication,https://learn.microsoft.com/entra/identity/authentication/concept-authentication-passwordless
Entra,Microsoft Entra ID P1,Action Required,Medium,No group-based licensing configured - Copilot licenses likely assigned manually to individual users,"Implement group-based licensing to automate Copilot license assignment and improve governance. Manual license assignment: 1) Creates administrative overhead for every new Copilot user, 2) Increases risk of orphaned licenses when users leave, 3) Lacks audit trail for compliance, 4) Cannot leverage dynamic groups for role-based access. Create security groups for Copilot users (e.g., 'Copilot-Sales', 'Copilot-Finance') and assign M365 licenses to groups. Use dynamic groups with rules like 'department equals Sales' to automatically assign/remove licenses based on user attributes. Configure license inheritance to cascade Copilot access to nested groups. This enables self-service access (users get Copilot when added to group), improves license reclamation, and provides clear governance model.",Group-Based Licensing,https://learn.microsoft.com/entra/identity/users/licensing-groups-assign
Entra,Microsoft Entra ID Multi-Factor Authentication,Success,,"Microsoft Entra ID Multi-Factor Authentication is active in SPB, protecting Copilot sessions with additional authentication factors",,MFA for Copilot Security,https://learn.microsoft.com/entra/identity/authentication/concept-mfa-howitworks
Entra,Microsoft Intune (Plan A),Success,,"Microsoft Intune (Plan A) is active in SPB, managing devices that access M365 Copilot with comprehensive security policies",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
Entra,Microsoft Intune (Plan A),Success,Medium,No managed devices detected - users may access Copilot from unmanaged BYOD devices,"Enroll devices in Intune to enforce compliance policies for Copilot access. Unmanaged devices pose risks: 1) No encryption enforcement - Copilot data at risk if device lost, 2) No malware protection - keyloggers could capture AI prompts containing sensitive info, 3) No DLP controls - users can screenshot/copy Copilot responses to personal apps, 4) No remote wipe - cannot remove corporate data if employee leaves. Start with company-owned devices, then implement MAM (Mobile Application Management) for BYOD scenarios to protect Copilot within managed apps without full device control.",Device Enrollment,https://learn.microsoft.com/mem/intune/enrollment/
Entra,Microsoft Entra Internet Access,PendingActivation,Medium,Microsoft Entra Internet Access is PendingActivation in Microsoft Entra Suite - upgrade required for comprehensive AI traffic security,"Upgrade to Microsoft Entra Suite or Security Service Edge to enable Internet Access for AI security. Without secure web gateway, you cannot: 1) Detect shadow AI usage - employees using ChatGPT, Claude, Gemini to process corporate data outside M365 Copilot governance, 2) Monitor Copilot data exfiltration - users copying AI summaries to personal cloud storage or unauthorized AI platforms, 3) Block unauthorized AI tools - prevent employees from uploading sensitive documents to consumer AI services, 4) Inspect AI traffic for malware - detect credential harvesting or phishing via malicious AI tool sites. Internet Access provides: traffic visibility showing which AI services users access, web content filtering to block/warn for unauthorized AI platforms, DLP inspection of traffic to/from AI services, conditional access integration to enforce device compliance for AI access. Essential for preventing data leakage through AI tools outside your security perimeter.",Global Secure Access Overview,https://learn.microsoft.com/entra/global-secure-access/overview-what-is-global-secure-access
Entra,Microsoft Entra Internet Access,Permission Required,Low,NetworkAccessPolicy.Read.All permission is not granted to the service principal,"Grant the NetworkAccessPolicy.Read.All API permission to enable Global Secure Access monitoring. This permission allows the tool to assess your web content filtering policies, traffic forwarding rules, and AI security controls. Run the setup-service-principal.ps1 script to configure required permissions, then rerun this assessment to generate Global Secure Access observations.",NetworkAccessPolicy Permission Reference,https://learn.microsoft.com/graph/permissions-reference#networkaccesspolicyreadall
Entra,Microsoft Entra Private Access,PendingActivation,Medium,"Microsoft Entra Private Access is PendingActivation in Microsoft Entra Suite, limiting secure access to internal data sources for Copilot","Enable Microsoft Entra Private Access to provide zero-trust network access to on-premises and private cloud resources that Copilot and custom agents need to query. Private Access eliminates VPN requirements while enforcing per-app access controls and continuous verification. Deploy agents that securely access internal databases, legacy systems, and private APIs without exposing them to the internet. Essential for extending Copilot's knowledge to include proprietary systems while maintaining zero-trust security posture.",Zero-Trust Network for AI,https://learn.microsoft.com/entra/global-secure-access/
Entra,Microsoft Entra Private Access,Permission Required,Low,NetworkAccessPolicy.Read.All permission is not granted to the service principal,Grant the NetworkAccessPolicy.Read.All API permission to enable Global Secure Access monitoring for both Internet and Private Access features.,NetworkAccessPolicy Permission Reference,https://learn.microsoft.com/graph/permissions-reference#networkaccesspolicyreadall
Purview,Content Explorer (Standard),Success,,"Content Explorer (Standard) is active in M365 INFO PROTECTION GOVERNANCE, enabling visibility into content classifications for Copilot governance",,Audit Copilot Data Access,https://learn.microsoft.com/purview/data-classification-content-explorer/
Purview,Information Protection and Governance Analytics - Premium,Success,,"Information Protection and Governance Analytics - Premium is active in M365 INFO PROTECTION GOVERNANCE, tracking how Copilot accesses and processes protected content",,Monitor AI Data Access Patterns,https://learn.microsoft.com/purview/data-classification-overview
Purview,Content Explorer (Premium),Success,,"Content Explorer (Premium) is active in M365 INFO PROTECTION GOVERNANCE, providing visibility into labeled content that Copilot accesses",,Content Classification Visibility,https://learn.microsoft.com/purview/data-classification-content-explorer
Purview,Exact Data Match Classification,Success,,"Exact Data Match Classification is active in M365 INFO PROTECTION GOVERNANCE, protecting sensitive data that Copilot may access with precise classification",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
Purview,Microsoft Purview eDiscovery,Success,,"Microsoft Purview eDiscovery is active in M365 INFO PROTECTION GOVERNANCE, enabling legal hold and eDiscovery of data including Copilot interactions",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
Purview,Microsoft 365 Audit Platform,Success,,"Microsoft 365 Audit Platform is active in M365 INFO PROTECTION GOVERNANCE, logging Copilot activities for compliance and security",,Audit Copilot Usage,https://learn.microsoft.com/purview/audit-solutions-overview/
Purview,Microsoft 365 Audit Platform - Audit Status,Success,Low,"Audit logging ENABLED (Unified: Yes, Admin: Yes) - Copilot activities are logged","Verify Copilot event logging: 1) Search audit log in Purview for 'Copilot' activities, 2) Confirm events captured: file access by Copilot, prompt submissions, AI responses with sensitive data, 3) Set retention to match compliance requirements (default 90 days, up to 10 years with Advanced Auditing), 4) Create alerts: unusual Copilot usage volumes, access to highly confidential content, after-hours AI activity. Export logs to SIEM for security correlation.",Search Copilot Audit Logs,https://learn.microsoft.com/purview/audit-log-search
Purview,Microsoft Endpoint DLP,Success,,"Microsoft Endpoint DLP is active in M365 INFO PROTECTION GOVERNANCE, protecting against data exfiltration through Copilot outputs",,Endpoint DLP for Copilot Security,https://learn.microsoft.com/purview/endpoint-dlp-learn-about
Purview,Premium Encryption,Success,,"Premium Encryption is active in M365 INFO PROTECTION GOVERNANCE, providing enhanced encryption for Copilot-accessible content",,Double Key Encryption for AI Content,https://learn.microsoft.com/purview/double-key-encryption
Purview,Records Management,Success,,"Records Management is active in M365 INFO PROTECTION GOVERNANCE, managing retention of AI-generated records and compliance",,Retain Copilot Content for Compliance,https://learn.microsoft.com/purview/records-management
Purview,Information Governance,Success,,"Information Governance is active in M365 INFO PROTECTION GOVERNANCE, governing the lifecycle of content in Copilot's knowledge base",,Govern AI Content Lifecycle,https://learn.microsoft.com/purview/information-governance
Purview,Customer Key,Success,,"Customer Key is active in M365 INFO PROTECTION GOVERNANCE, providing encryption key control for Copilot-processed data",,Sovereign Encryption for AI Data,https://learn.microsoft.com/purview/customer-key-overview
Purview,Communication DLP,Success,,"Communication DLP is active in M365 INFO PROTECTION GOVERNANCE, preventing data leaks through AI-assisted communications",,DLP for Copilot Communications,https://learn.microsoft.com/purview/dlp-microsoft-teams
